#project_accession: PXD016999
#project_title: A Quantitative Proteome Map of the Human Body
#project_description: In this study, we quantified the relative protein levels from 12,627 genes across 32 normal human tissue types prepared by the GTEx project. Known and new tissue specific or enriched proteins were identified and compared to transcriptome data. Many ubiquitous transcripts are found to encode highly tissue specific proteins. Discordance in the sites of RNA expression and protein detection also revealed potential sites of synthesis and action of protein signaling molecules. Overall, these results provide an extraordinary resource, and demonstrate that understanding protein levels can provide insights into metabolism, regulation, secretome, and human diseases.
#quantms_version: 1.2.0
#factor_value: organism part
#INFO=<ID=protein, Number=inf, Type=String, Description="Protein Accession">
#INFO=<ID=sample_accession, Number=1, Type=String, Description="Sample Accession in the SDRF">
#INFO=<ID=condition, Number=1, Type=String, Description="Value of the factor value">
#INFO=<ID=ibaq, Number=1, Type=Float, Description="Intensity based absolute quantification">
#INFO=<ID=ribaq, Number=1, Type=Float, Description="relative iBAQ">
protein	sample_accession	condition	ibaq	ribaq
Q8WUM4	PXD016999-Sample-01	Norm	27424.56262216631	6.319084691817376
O43684	PXD016999-Sample-01	Norm	27199.059036739407	6.315498861504406
Q15599	PXD016999-Sample-01	Norm	27185.27593184329	6.31527872728629
O00159	PXD016999-Sample-01	Norm	27137.60403706041	6.314516483231015
P62280	PXD016999-Sample-01	Norm	26315.57895184077	6.301157910903793
Q9BRX8	PXD016999-Sample-01	Norm	26235.75406079863	6.299838532902367
Q96CN7	PXD016999-Sample-01	Norm	26180.2630137937	6.2989189870895546
O75367	PXD016999-Sample-01	Norm	25646.686023588773	6.28997623685302
Q14103	PXD016999-Sample-01	Norm	25416.918051375524	6.2860678705039845
Q15008	PXD016999-Sample-01	Norm	24997.436193246976	6.278840450319679
P04843	PXD016999-Sample-01	Norm	24982.19779120128	6.278575624285595
Q9Y5Z4	PXD016999-Sample-01	Norm	24478.51033198064	6.269729966601924
P18124	PXD016999-Sample-01	Norm	24354.630223768618	6.267526521883402
Q9Y5S9	PXD016999-Sample-01	Norm	24263.257846582517	6.265894095321626
P22695	PXD016999-Sample-01	Norm	24197.306717087376	6.264712011309364
Q9NZN4	PXD016999-Sample-01	Norm	24056.35830340049	6.26217486548362
Q9Y262	PXD016999-Sample-01	Norm	24027.062604659117	6.261645661793828
P63244	PXD016999-Sample-01	Norm	23844.58711095094	6.258334788477894
P07602	PXD016999-Sample-01	Norm	23582.280835492988	6.253530788782781
Q16891	PXD016999-Sample-01	Norm	23474.201660547773	6.251535812986242
P17612	PXD016999-Sample-01	Norm	23406.105293312303	6.250274136207688
Q06136	PXD016999-Sample-01	Norm	23375.903882547675	6.24971339467076
P26641	PXD016999-Sample-01	Norm	23143.02218180047	6.245365053423488
P27105	PXD016999-Sample-01	Norm	23112.67412080176	6.244795177781227
O00505	PXD016999-Sample-01	Norm	22905.38792684849	6.240882633225006
Q9H993	PXD016999-Sample-01	Norm	22874.33145387373	6.240293391652894
P07099	PXD016999-Sample-01	Norm	22734.08649213698	6.237622489757509
Q9H2U2	PXD016999-Sample-01	Norm	22721.91310702076	6.237389876498311
P16152	PXD016999-Sample-01	Norm	22667.009102413944	6.236339200839831
P23526	PXD016999-Sample-01	Norm	22642.658819593755	6.235872404459956
O00193	PXD016999-Sample-01	Norm	22612.695478988284	6.235297316027326
Q15365	PXD016999-Sample-01	Norm	22416.659848139945	6.231515883671005
Q13423	PXD016999-Sample-01	Norm	22293.44655016225	6.229122197089413
Q9ULV4	PXD016999-Sample-01	Norm	22243.15814154553	6.228141431366524
Q16543	PXD016999-Sample-01	Norm	22065.146396888955	6.22465179504776
P62306	PXD016999-Sample-01	Norm	22041.53545861653	6.224186826895435
P09525	PXD016999-Sample-01	Norm	22037.60848277635	6.224109444995971
P61764	PXD016999-Sample-01	Norm	21999.868958944277	6.22336507579435
P13637	PXD016999-Sample-01	Norm	21831.268739072755	6.220023957579142
P09871	PXD016999-Sample-01	Norm	21797.05648351012	6.219342831417452
P30041	PXD016999-Sample-01	Norm	21675.038557591568	6.216904860529242
P07942	PXD016999-Sample-01	Norm	21483.677972822807	6.213053615760457
P31153	PXD016999-Sample-01	Norm	21187.44385149164	6.207023546448323
P16070	PXD016999-Sample-01	Norm	21100.91055913992	6.205246178454403
P58546	PXD016999-Sample-01	Norm	20950.858374219155	6.2021468028921305
P60033	PXD016999-Sample-01	Norm	20877.5944855425	6.200625439660282
P40261	PXD016999-Sample-01	Norm	20753.36282455592	6.1980334605908025
P22105	PXD016999-Sample-01	Norm	20751.53856463368	6.197995283604867
P60468	PXD016999-Sample-01	Norm	20569.70212877717	6.194172984509568
O95831	PXD016999-Sample-01	Norm	20452.238143479663	6.19168582277487
P28838	PXD016999-Sample-01	Norm	20397.91611343758	6.190530783229573
P14317	PXD016999-Sample-01	Norm	20275.643491987565	6.187919628205764
P19367	PXD016999-Sample-01	Norm	20182.260865758275	6.185914797162669
Q99798	PXD016999-Sample-01	Norm	19964.842953834657	6.181210880140981
Q9UBE0	PXD016999-Sample-01	Norm	19691.22621379668	6.175217743221506
P51991	PXD016999-Sample-01	Norm	19562.60208665833	6.172371603061409
P29692	PXD016999-Sample-01	Norm	19500.839165567817	6.1709982822628575
Q13243	PXD016999-Sample-01	Norm	19415.42582069317	6.169091901784855
P07814	PXD016999-Sample-01	Norm	19367.567150945844	6.168020052237402
Q00688	PXD016999-Sample-01	Norm	19277.931460078933	6.166005413682697
Q6IBS0	PXD016999-Sample-01	Norm	19258.89454369317	6.165576336912831
P59998	PXD016999-Sample-01	Norm	19257.18688520801	6.1655378269382926
P01019	PXD016999-Sample-01	Norm	19008.936985987923	6.159902812830973
Q92499	PXD016999-Sample-01	Norm	19008.33952400054	6.159889162487334
P60900	PXD016999-Sample-01	Norm	18971.363118085446	6.159043518471915
Q14165	PXD016999-Sample-01	Norm	18924.47967623933	6.157968929336369
P50148	PXD016999-Sample-01	Norm	18876.249350901508	6.156860687455319
P54652	PXD016999-Sample-01	Norm	18869.71885420088	6.156710411341376
Q15185	PXD016999-Sample-01	Norm	18679.645933442967	6.152313621879292
Q9NTK5	PXD016999-Sample-01	Norm	18588.99998492481	6.150201008882121
O43399	PXD016999-Sample-01	Norm	18502.44422487423	6.148174085530799
P21399	PXD016999-Sample-01	Norm	18346.856216630604	6.144506639247204
P13010	PXD016999-Sample-01	Norm	18264.233058378653	6.142546422092531
P53621	PXD016999-Sample-01	Norm	18079.14718570994	6.138122922265872
P02749	PXD016999-Sample-01	Norm	17988.604004926925	6.135942443301003
Q9NSE4	PXD016999-Sample-01	Norm	17642.930046852536	6.127515693990384
P10809	PXD016999-Sample-01	Norm	17442.97888700834	6.122565636938
O75821	PXD016999-Sample-01	Norm	17409.562259474013	6.121732833308093
Q9BXN1	PXD016999-Sample-01	Norm	17393.15326492544	6.1213233057061975
Q9UNX3	PXD016999-Sample-01	Norm	17247.730261150242	6.117676933404708
P41250	PXD016999-Sample-01	Norm	17219.91239725987	6.116975919556518
Q99623	PXD016999-Sample-01	Norm	17088.430678073535	6.113647162784966
P20700	PXD016999-Sample-01	Norm	16988.204693524778	6.111092467048583
P50395	PXD016999-Sample-01	Norm	16982.947316742586	6.110958044186306
Q14152	PXD016999-Sample-01	Norm	16804.388398093342	6.106367692602008
P51608	PXD016999-Sample-01	Norm	16769.363559479883	6.105461562141717
Q9UNH7	PXD016999-Sample-01	Norm	16754.845606628372	6.105085412048222
O75223	PXD016999-Sample-01	Norm	16668.904186601678	6.102852032073182
Q9P0L0	PXD016999-Sample-01	Norm	16630.056281259775	6.101838700825556
Q6YN16	PXD016999-Sample-01	Norm	16330.308749429489	6.093939377631351
Q7Z4V5	PXD016999-Sample-01	Norm	16327.4288683886	6.093862782218498
Q9HDC9	PXD016999-Sample-01	Norm	16322.150851089284	6.093722369151736
O75306	PXD016999-Sample-01	Norm	16271.275468971207	6.092366579462984
Q02218	PXD016999-Sample-01	Norm	16162.25437560631	6.089446919604187
Q9HBL0	PXD016999-Sample-01	Norm	16088.032978189858	6.087447929648347
O60841	PXD016999-Sample-01	Norm	16026.482080300011	6.085783184096844
P14868	PXD016999-Sample-01	Norm	16009.002364556509	6.085309250583582
Q14677	PXD016999-Sample-01	Norm	15828.135884239691	6.080374751836249
P01042	PXD016999-Sample-01	Norm	15779.033772112942	6.079025387515851
O43707	PXD016999-Sample-01	Norm	15755.38928927581	6.078374120148252
O96008	PXD016999-Sample-01	Norm	15564.595169660295	6.073082811115899
Q9H2G2	PXD016999-Sample-01	Norm	15370.958673582378	6.067645936737433
P35606	PXD016999-Sample-01	Norm	15236.572237127792	6.063832256829353
Q92841	PXD016999-Sample-01	Norm	15130.809448984206	6.060807143800339
Q9UQN3	PXD016999-Sample-01	Norm	15062.224962490069	6.058834111553687
Q53GQ0	PXD016999-Sample-01	Norm	15004.343683927267	6.057161985197371
Q9Y5X1	PXD016999-Sample-01	Norm	14972.342404917465	6.056234732323175
O95782	PXD016999-Sample-01	Norm	14860.421773844442	6.052976117718478
P51659	PXD016999-Sample-01	Norm	14845.999279060105	6.052554416943343
P01034	PXD016999-Sample-01	Norm	14801.005081287827	6.051236189538279
P23229	PXD016999-Sample-01	Norm	14778.472750849269	6.050574536974822
P49588	PXD016999-Sample-01	Norm	14752.20689394193	6.049801976379358
Q92945	PXD016999-Sample-01	Norm	14720.053078626475	6.048854357831141
P50552	PXD016999-Sample-01	Norm	14667.339930714894	6.047296339138763
P08237	PXD016999-Sample-01	Norm	14543.614689263368	6.0436173418815
P48507	PXD016999-Sample-01	Norm	14469.99711399953	6.041413426316774
O75663	PXD016999-Sample-01	Norm	14306.111847681825	6.036466597928367
Q8NE71	PXD016999-Sample-01	Norm	14302.7328408284	6.036364008393308
P55786	PXD016999-Sample-01	Norm	14171.796480845684	6.032369888681163
P28072	PXD016999-Sample-01	Norm	14090.984072411851	6.029886305819768
O75396	PXD016999-Sample-01	Norm	14090.076410257563	6.029858330104275
P51812	PXD016999-Sample-01	Norm	13924.952340295817	6.024738699243502
Q04637	PXD016999-Sample-01	Norm	13914.985623231132	6.024427743779846
P42330	PXD016999-Sample-01	Norm	13886.804812638817	6.023547313092793
Q99832	PXD016999-Sample-01	Norm	13865.32544346544	6.022875049501973
P55072	PXD016999-Sample-01	Norm	13850.96376285005	6.022424974879508
P39023	PXD016999-Sample-01	Norm	13817.060964556624	6.021360655634887
P06730	PXD016999-Sample-01	Norm	13717.118435334218	6.018207870222949
Q9P0V9	PXD016999-Sample-01	Norm	13713.386223903868	6.018089689470562
P00736	PXD016999-Sample-01	Norm	13684.429857431216	6.017171689669405
Q9NX46	PXD016999-Sample-01	Norm	13583.869292480553	6.013968475842195
P31150	PXD016999-Sample-01	Norm	13463.35456405726	6.010098265117999
P54727	PXD016999-Sample-01	Norm	13461.90044174971	6.010051356199613
P06702	PXD016999-Sample-01	Norm	13295.7604702624	6.00465816429597
P01023	PXD016999-Sample-01	Norm	13227.042892169791	6.002407743679042
P61158	PXD016999-Sample-01	Norm	13151.44086637098	5.999918318371131
Q13451	PXD016999-Sample-01	Norm	13129.088721372877	5.999179564949919
P62701	PXD016999-Sample-01	Norm	13098.19975848586	5.998156591313407
Q15084	PXD016999-Sample-01	Norm	13002.464400408317	5.9949706552053605
Q12972	PXD016999-Sample-01	Norm	12894.891122186182	5.991362661347242
Q96I99	PXD016999-Sample-01	Norm	12847.311052113237	5.989757220967842
A0A0B4J1V0	PXD016999-Sample-01	Norm	12810.83376890604	5.988522377716698
P31040	PXD016999-Sample-01	Norm	12734.722540282432	5.985934468961728
Q14697	PXD016999-Sample-01	Norm	12697.491484769886	5.984662912069403
P05091	PXD016999-Sample-01	Norm	12684.595892929732	5.984221617799504
Q00341	PXD016999-Sample-01	Norm	12662.081639024009	5.983450091133364
Q96RU3	PXD016999-Sample-01	Norm	12646.074474227438	5.98290071691282
Q96FW1	PXD016999-Sample-01	Norm	12612.982606086673	5.981762778635392
P50995	PXD016999-Sample-01	Norm	12583.31282443414	5.980739975228264
P46977	PXD016999-Sample-01	Norm	12479.908722533606	5.9771563907651215
Q9BSH4	PXD016999-Sample-01	Norm	12424.024857360107	5.975207293452337
Q9P2E9	PXD016999-Sample-01	Norm	12399.98970617498	5.974366306450294
P00751	PXD016999-Sample-01	Norm	12387.999371582504	5.97394615647044
Q9UJ70	PXD016999-Sample-01	Norm	12328.656060933296	5.971860718823308
Q07065	PXD016999-Sample-01	Norm	12241.99759699566	5.968797271731258
Q16630	PXD016999-Sample-01	Norm	12211.76386791265	5.967723379813463
O43488	PXD016999-Sample-01	Norm	12121.81479931807	5.9645126262613175
P11047	PXD016999-Sample-01	Norm	12101.732170332383	5.963792518924454
O75369	PXD016999-Sample-01	Norm	12038.466343462183	5.961516144735329
P31948	PXD016999-Sample-01	Norm	12001.75825163801	5.960189856451508
P05155	PXD016999-Sample-01	Norm	11876.230550844675	5.955623601692707
Q13510	PXD016999-Sample-01	Norm	11799.587401883164	5.9528118033414685
Q9BSJ8	PXD016999-Sample-01	Norm	11793.671226427954	5.952593998548286
Q9Y5X3	PXD016999-Sample-01	Norm	11581.23867930062	5.944699993955426
Q66PJ3	PXD016999-Sample-01	Norm	11574.155478290908	5.944434293860861
O94979	PXD016999-Sample-01	Norm	11555.145717064475	5.943720408370576
Q15063	PXD016999-Sample-01	Norm	11554.697123110744	5.94370354785966
P50991	PXD016999-Sample-01	Norm	11539.43168563828	5.943129402259398
Q9UBX5	PXD016999-Sample-01	Norm	11538.877886524697	5.943108559147089
P31943	PXD016999-Sample-01	Norm	11475.06562465481	5.940700159715953
Q9H4M9	PXD016999-Sample-01	Norm	11410.4026071359	5.9382459502463965
P01861	PXD016999-Sample-01	Norm	11352.810142162807	5.936048356841443
Q99685	PXD016999-Sample-01	Norm	11342.229527996207	5.935643413492817
P13284	PXD016999-Sample-01	Norm	11307.300102999858	5.934303900592985
P08572	PXD016999-Sample-01	Norm	11182.80869329609	5.929495877209842
Q9NS69	PXD016999-Sample-01	Norm	11169.528403368511	5.92897981866193
P40227	PXD016999-Sample-01	Norm	11059.821837257872	5.924693112788934
P62269	PXD016999-Sample-01	Norm	11013.953743696547	5.922888230019599
Q15393	PXD016999-Sample-01	Norm	10969.524663370396	5.921132790745141
Q99442	PXD016999-Sample-01	Norm	10877.418299995508	5.917470811819053
P02774	PXD016999-Sample-01	Norm	10797.163893681109	5.914254675537099
P02751	PXD016999-Sample-01	Norm	10722.878246953376	5.911256356631348
Q15459	PXD016999-Sample-01	Norm	10688.915490655749	5.90987862525574
O95232	PXD016999-Sample-01	Norm	10645.445107701717	5.908108806705719
P15170	PXD016999-Sample-01	Norm	10550.742125313249	5.904227990226851
P54709	PXD016999-Sample-01	Norm	10493.11160882671	5.901849274029107
Q08380	PXD016999-Sample-01	Norm	10465.814444517822	5.900718012388705
Q7Z4I7	PXD016999-Sample-01	Norm	10302.784686327324	5.893899605594862
O60716	PXD016999-Sample-01	Norm	10260.91840915175	5.892131216098789
P55209	PXD016999-Sample-01	Norm	10181.710117979908	5.88876570995748
P20042	PXD016999-Sample-01	Norm	10153.607565309	5.887565355823647
P43243	PXD016999-Sample-01	Norm	10057.226293490496	5.88342320393539
P48147	PXD016999-Sample-01	Norm	9941.235221688768	5.878385331670039
P47897	PXD016999-Sample-01	Norm	9917.474988678829	5.877346095697552
Q3LXA3	PXD016999-Sample-01	Norm	9888.3071043848	5.876066927796376
Q9UKY7	PXD016999-Sample-01	Norm	9880.217751607332	5.875711497991158
P34741	PXD016999-Sample-01	Norm	9869.763957049929	5.875251748125848
P28482	PXD016999-Sample-01	Norm	9718.01972310955	5.868522757962444
P35637	PXD016999-Sample-01	Norm	9655.856375186297	5.865735779095573
O94903	PXD016999-Sample-01	Norm	9652.82455484659	5.865599394548203
Q16836	PXD016999-Sample-01	Norm	9631.833620922353	5.8646539538470535
P13798	PXD016999-Sample-01	Norm	9533.053354586604	5.860177005504569
Q9Y3F4	PXD016999-Sample-01	Norm	9500.939433491703	5.858711531380159
Q00610	PXD016999-Sample-01	Norm	9468.858292507764	5.857242598923791
P00746	PXD016999-Sample-01	Norm	9377.897767231434	5.853050475801671
Q14195	PXD016999-Sample-01	Norm	9348.662134274857	5.851694446242568
O00232	PXD016999-Sample-01	Norm	9145.21141796909	5.8421387317160285
Q9H0U3	PXD016999-Sample-01	Norm	9061.159824979552	5.838128772578368
P35659	PXD016999-Sample-01	Norm	9014.690083057185	5.835895782477662
Q00169	PXD016999-Sample-01	Norm	9006.606754898581	5.835506182874294
Q14204	PXD016999-Sample-01	Norm	8911.926100532268	5.8309165584047165
P15144	PXD016999-Sample-01	Norm	8876.751038591161	5.829199021446502
Q9Y2D5	PXD016999-Sample-01	Norm	8869.888894974792	5.828863161670646
Q15582	PXD016999-Sample-01	Norm	8867.984169940355	5.828769891009372
P33176	PXD016999-Sample-01	Norm	8842.700094590058	5.8275298777269295
Q15124	PXD016999-Sample-01	Norm	8793.27290794404	5.825095533943703
Q92879	PXD016999-Sample-01	Norm	8722.40123715269	5.821581042493024
P98160	PXD016999-Sample-01	Norm	8712.487988954152	5.82108717420416
Q01082	PXD016999-Sample-01	Norm	8700.650767618396	5.820496718827799
Q93052	PXD016999-Sample-01	Norm	8529.411036205402	5.811864025579982
Q9UL26	PXD016999-Sample-01	Norm	8508.250599558083	5.810785254819977
O43390	PXD016999-Sample-01	Norm	8320.671247758743	5.801103345059019
O00186	PXD016999-Sample-01	Norm	8227.546583111493	5.796215331698912
P07437	PXD016999-Sample-01	Norm	8012.715102826158	5.784724683215998
P22061	PXD016999-Sample-01	Norm	8005.829827384645	5.784351336282452
Q02252	PXD016999-Sample-01	Norm	7982.834700852023	5.783102118321587
P26640	PXD016999-Sample-01	Norm	7814.991329709604	5.773873482346883
Q15257	PXD016999-Sample-01	Norm	7813.246674981266	5.773776517618772
Q9P2B2	PXD016999-Sample-01	Norm	7770.392272064411	5.771387925622962
P13797	PXD016999-Sample-01	Norm	7750.777969148895	5.770290277968211
O00422	PXD016999-Sample-01	Norm	7661.033298829546	5.765232331829699
O60749	PXD016999-Sample-01	Norm	7638.038727750492	5.763926837897012
P16615	PXD016999-Sample-01	Norm	7609.493539040433	5.762300734445264
P47755	PXD016999-Sample-01	Norm	7517.41719027449	5.757013634551202
O43776	PXD016999-Sample-01	Norm	7498.942974944733	5.755945032874784
Q9HC35	PXD016999-Sample-01	Norm	7447.031079225761	5.752928148135825
P00966	PXD016999-Sample-01	Norm	7440.360199469499	5.75253894274621
O60664	PXD016999-Sample-01	Norm	7433.111360337983	5.7521156211199695
Q14203	PXD016999-Sample-01	Norm	7409.486462077351	5.750733090684586
P61088	PXD016999-Sample-01	Norm	7369.637156114439	5.748391087724924
Q96KP4	PXD016999-Sample-01	Norm	7337.305529023165	5.7464815855044
Q6PIU2	PXD016999-Sample-01	Norm	7332.533879496695	5.746199060103229
Q01813	PXD016999-Sample-01	Norm	7296.858664063416	5.744080916117481
O75534	PXD016999-Sample-01	Norm	7291.48220639008	5.743760802126977
Q9UHX1	PXD016999-Sample-01	Norm	7216.055788726419	5.739244863978257
Q14157	PXD016999-Sample-01	Norm	7209.27263487141	5.738836431474019
Q13177	PXD016999-Sample-01	Norm	7164.881012684043	5.736153964273035
Q9UBL3	PXD016999-Sample-01	Norm	7142.357181153411	5.734786546789129
Q13045	PXD016999-Sample-01	Norm	7106.724860806123	5.732614483730525
P06727	PXD016999-Sample-01	Norm	7076.739530237664	5.730778192871538
P47929	PXD016999-Sample-01	Norm	7059.578777985177	5.72972377070771
P46063	PXD016999-Sample-01	Norm	7041.271063458748	5.728596045222777
Q12797	PXD016999-Sample-01	Norm	6923.337877707756	5.7212605086964174
P10768	PXD016999-Sample-01	Norm	6852.887101944093	5.71681855889783
O43237	PXD016999-Sample-01	Norm	6820.898771842658	5.7147865860821385
Q99460	PXD016999-Sample-01	Norm	6711.748199168492	5.7077806367642845
O95810	PXD016999-Sample-01	Norm	6662.351422674592	5.704572518743176
Q969G5	PXD016999-Sample-01	Norm	6644.0330527857095	5.703376766132741
Q9BVK6	PXD016999-Sample-01	Norm	6639.644940407798	5.703089837608578
Q15417	PXD016999-Sample-01	Norm	6576.259495602181	5.698923923709336
Q16658	PXD016999-Sample-01	Norm	6520.6478000168045	5.695235725094085
O00479	PXD016999-Sample-01	Norm	6496.022382189384	5.693592494423528
Q13838	PXD016999-Sample-01	Norm	6387.372606623751	5.686267233230619
Q92783	PXD016999-Sample-01	Norm	6384.0753880183465	5.686042988669098
Q01130	PXD016999-Sample-01	Norm	6355.202214773027	5.684074355646448
Q6UX71	PXD016999-Sample-01	Norm	6352.412346459017	5.683883662982985
Q96AE4	PXD016999-Sample-01	Norm	6328.545551390057	5.68224889221542
Q16881	PXD016999-Sample-01	Norm	6318.481638106632	5.681557709558437
O43865	PXD016999-Sample-01	Norm	6309.351595438876	5.680929711426417
P27338	PXD016999-Sample-01	Norm	6303.030313218297	5.6804943776034005
P09874	PXD016999-Sample-01	Norm	6266.497974910002	5.677969885474639
P31937	PXD016999-Sample-01	Norm	6261.306488316142	5.677609944654
Q13200	PXD016999-Sample-01	Norm	6226.277557193859	5.675173458726953
P15924	PXD016999-Sample-01	Norm	6156.438304840694	5.670274513475905
P02042	PXD016999-Sample-01	Norm	6143.3604601970255	5.669350980007962
P17844	PXD016999-Sample-01	Norm	6106.009315914263	5.66670244438107
O43148	PXD016999-Sample-01	Norm	6101.50548968833	5.666381988170732
P55060	PXD016999-Sample-01	Norm	6091.483820921295	5.66566807687069
Q9HB71	PXD016999-Sample-01	Norm	6052.538465510199	5.662882539997355
P15088	PXD016999-Sample-01	Norm	6040.074640494073	5.661987287284437
Q99829	PXD016999-Sample-01	Norm	6036.437753448514	5.661725708449187
Q02750	PXD016999-Sample-01	Norm	5997.001286653966	5.658879123832026
P46109	PXD016999-Sample-01	Norm	5965.106657674998	5.656563195191826
Q53TN4	PXD016999-Sample-01	Norm	5937.440829349695	5.654544276430109
P15311	PXD016999-Sample-01	Norm	5935.7956937816525	5.654423926211806
P12814	PXD016999-Sample-01	Norm	5931.800538434871	5.654131520917078
Q96K17	PXD016999-Sample-01	Norm	5925.54343213256	5.6536731675120055
P10643	PXD016999-Sample-01	Norm	5815.427644010802	5.645526638388367
Q13435	PXD016999-Sample-01	Norm	5739.930535531842	5.639851618427456
P07384	PXD016999-Sample-01	Norm	5737.092901722087	5.639636864360413
P50579	PXD016999-Sample-01	Norm	5735.791241382588	5.639538318275901
Q9BRA2	PXD016999-Sample-01	Norm	5709.515753099518	5.637544257369762
P84098	PXD016999-Sample-01	Norm	5706.575622430776	5.637320558642809
Q9Y4G6	PXD016999-Sample-01	Norm	5611.743455966194	5.630042790608202
P62277	PXD016999-Sample-01	Norm	5557.176606779441	5.62579918067697
Q9UJU6	PXD016999-Sample-01	Norm	5553.515686817655	5.625512984758009
P48163	PXD016999-Sample-01	Norm	5500.450721330473	5.621343259995614
Q9UBT2	PXD016999-Sample-01	Norm	5493.849424011759	5.620821733876526
O75533	PXD016999-Sample-01	Norm	5491.175482992742	5.6206103046149165
P38919	PXD016999-Sample-01	Norm	5478.614285111624	5.619615707375501
Q9BXP5	PXD016999-Sample-01	Norm	5470.94969473649	5.619007703284057
Q15293	PXD016999-Sample-01	Norm	5427.531889642695	5.61554736566206
Q16363	PXD016999-Sample-01	Norm	5417.553168391134	5.6147481640373975
P61970	PXD016999-Sample-01	Norm	5412.553737424712	5.614347203002667
O75937	PXD016999-Sample-01	Norm	5392.9232785258	5.61276922373462
O00625	PXD016999-Sample-01	Norm	5371.244675576842	5.611019918000014
P00352	PXD016999-Sample-01	Norm	5358.408310405496	5.609980785564231
Q9H8Y8	PXD016999-Sample-01	Norm	5355.950665421474	5.609781549814119
O94855	PXD016999-Sample-01	Norm	5348.111123338703	5.609145404294196
Q9Y3Z3	PXD016999-Sample-01	Norm	5279.187096500624	5.603512035660267
P11413	PXD016999-Sample-01	Norm	5278.042700596409	5.603417881258438
Q96PK6	PXD016999-Sample-01	Norm	5260.03158376252	5.6019333336913135
P45974	PXD016999-Sample-01	Norm	5198.869480052262	5.596853896229429
Q7L1Q6	PXD016999-Sample-01	Norm	5168.23005323616	5.594286818968303
P82970	PXD016999-Sample-01	Norm	5123.51054055853	5.590512615830683
P32519	PXD016999-Sample-01	Norm	5098.585110798674	5.588394655203588
Q16643	PXD016999-Sample-01	Norm	5054.78089210732	5.584647316934254
Q9H4A4	PXD016999-Sample-01	Norm	5044.854952218282	5.583793665896557
P54577	PXD016999-Sample-01	Norm	5010.969043259364	5.580866701584935
Q9UDY2	PXD016999-Sample-01	Norm	4968.955765175409	5.577210112386646
Q13033	PXD016999-Sample-01	Norm	4928.404023815574	5.573651285299472
O75643	PXD016999-Sample-01	Norm	4898.286532535666	5.570989168048163
Q8NBS9	PXD016999-Sample-01	Norm	4892.401765751457	5.570467096060663
Q9NZM1	PXD016999-Sample-01	Norm	4867.031289921806	5.5682091201284125
Q96QK1	PXD016999-Sample-01	Norm	4843.277890888807	5.566084369925079
O43242	PXD016999-Sample-01	Norm	4840.366486295974	5.5658232271284
P35611	PXD016999-Sample-01	Norm	4755.700095751593	5.558159441121715
O75746	PXD016999-Sample-01	Norm	4739.3128916617525	5.556660363788025
Q9H6Z4	PXD016999-Sample-01	Norm	4730.449507427858	5.555847393023694
P19623	PXD016999-Sample-01	Norm	4664.266678685676	5.549728354993461
Q02790	PXD016999-Sample-01	Norm	4655.81167548141	5.548940386887644
Q9NVE7	PXD016999-Sample-01	Norm	4559.763127348569	5.539887264139444
P13929	PXD016999-Sample-01	Norm	4474.150733451065	5.531655593138024
Q14112	PXD016999-Sample-01	Norm	4459.6229472892	5.530243123301347
P28062	PXD016999-Sample-01	Norm	4431.897455784936	5.527534685048211
P07357	PXD016999-Sample-01	Norm	4421.537669118937	5.52651831113848
Q9UHD8	PXD016999-Sample-01	Norm	4408.63923778279	5.525249543457446
Q9BTV4	PXD016999-Sample-01	Norm	4344.329028996212	5.518867692058946
Q96GX9	PXD016999-Sample-01	Norm	4323.762944413335	5.516806857024885
Q9HB40	PXD016999-Sample-01	Norm	4323.206829050544	5.516750995181946
Q9C0C2	PXD016999-Sample-01	Norm	4292.861413896556	5.513691850228088
Q15637	PXD016999-Sample-01	Norm	4277.678938573056	5.512153167279126
Q9Y6C2	PXD016999-Sample-01	Norm	4259.207725824072	5.510273803383415
P00390	PXD016999-Sample-01	Norm	4196.640000587808	5.503846697641357
Q14498	PXD016999-Sample-01	Norm	4192.583348340457	5.5034266869323645
P46108	PXD016999-Sample-01	Norm	4185.871249739226	5.502730847867061
P49908	PXD016999-Sample-01	Norm	4175.941580990067	5.501699396324376
P27348	PXD016999-Sample-01	Norm	4130.033372596597	5.49689854278917
Q8NCN5	PXD016999-Sample-01	Norm	4118.797822424386	5.495715456278323
Q14444	PXD016999-Sample-01	Norm	4111.115125782819	5.494904620550712
P62191	PXD016999-Sample-01	Norm	4101.757840812647	5.493914998769615
Q9UHB6	PXD016999-Sample-01	Norm	4066.9350930909854	5.490212223083353
Q02818	PXD016999-Sample-01	Norm	4040.081488444933	5.487335106735337
Q9UBR2	PXD016999-Sample-01	Norm	4029.4888532203054	5.486194940537052
Q99541	PXD016999-Sample-01	Norm	3938.1695556201953	5.476239392319766
Q15181	PXD016999-Sample-01	Norm	3899.2878453052376	5.4719302777928105
Q9H223	PXD016999-Sample-01	Norm	3879.109299641775	5.469676998478359
Q15424	PXD016999-Sample-01	Norm	3849.198610181031	5.466315302129207
P50440	PXD016999-Sample-01	Norm	3797.2940630671696	5.460419212093648
Q6NUK1	PXD016999-Sample-01	Norm	3729.78838081917	5.452629173504676
P11940	PXD016999-Sample-01	Norm	3721.219353060608	5.45163025275612
O96000	PXD016999-Sample-01	Norm	3711.5193745640568	5.450496713779022
